Comment,VADER Sentiment,TextBlob Sentiment,Pattern Sentiment
bbc british bullshit corporation,Negative,Neutral,Neutral
"we all know government aren't doing anything to address climate change. all they do is watch and watch, while innocent people and animal die a a result of their addiction to fossil fuels. south africa ha seen 9 heatwaves pushing temperature through the roof. yet our government still want to use coal. we have solar project being delayed by government.",Negative,Positive,Positive
so i wa doing a bit of studying the other day and the idea of the being land bridge came up which is scientifically accepted to have formed and melted countless time throughout the history of planet earth. my question is that if vehicle and industrial co2 pollution is causing the sea to rise and glacier to melt like they tell us...then wa it vehicle and industrial co2 pollution which caused previous climate change and glacial melting ten of thousand of year ago? and before that? and before that? and before that? and if so...is it then quite possible that we just haven't dug deep enough to find evidence of these ancient vehicle and technologies?,Positive,Negative,Negative
"fff so no change, china ha an electric car graveyard bullshit no hope",Negative,Neutral,Neutral
probably not even the real number probably much worse then what they say dont panic,Neutral,Negative,Negative
"earth is dying ….. and we to busy denying it, talking, debating, being greedy and wasting time. once we get to a point where something happens, that’s going to break the whole entire entire world it will be simply too late to be completely aware. we should have a decade ago.",Negative,Positive,Positive
"i'm thinking about global warming. unfortunately, we are becoming venusian. i want to be an activist on this issue. unfortunately. i don't have financial means. i even live in a tent. i̇ban number tr220001004012568530465024 swift code tczbtr2a gökamp yoleri",Negative,Negative,Positive
*climate change is real*,Neutral,Positive,Positive
this is a blatant lie - just like uk met office temperature are often higher than actual.,Positive,Negative,Negative
more propaganda,Negative,Positive,Positive
bullshit,Negative,Neutral,Neutral
"netanyahu want to save himself from the shame and defeat he inflicted on his army, save his political path, and avoid being tried and held accountable. this is by continuing the war and escaping forward.",Negative,Neutral,Neutral
"it's not climate change, it's prophecy, warning the coming wrath of god.",Negative,Neutral,Neutral
"climate scientists here are the facts. old ""scientists"" fact are propaganda. ignorance is strength. watt is my hero.",Positive,Neutral,Neutral
climate change is an assault on humanity. not cooling the world face with tears of joy,Negative,Positive,Positive
bullshit bbc,Negative,Neutral,Neutral
"when it come to fires, global burned area ha decreased by one quarter this century! the world is burning less. for the whole of canada, there is no trend in burn acreage for the period 1980-2021. the previous highest burn acreage wa in 1989. over that same period the trend for number of fire wa slightly downwards (cfb). note that 2020 had the lowest recorded burn acreage and number of fires, so can that record be attributed to man-made climate change? burn acreage wa much, much, higher in the u during the 1920's, 30's and 40's. it peaked in 1930 at well over 50,000,000 acres. the trend is downwards (1926-2020 nic us) eventhough co2 ha increased exponentially. for 2000 onwards the average burn acreage is much le than 10,000,000 acres. the number of fire ha also declined. remember co2 wa increasing all the time. burn area for u in 2023 wa 3rd lowest on record. it wa under 3 million acre well below the ten year average of 7 million and the lowest since 1998 (nic). data for liberia seems harder to come by. however, for the period 1997-2016, the trend wa highly variable (by a factor of 4) but the trend for the annual burn acreage wa downwards (global fire data). for the amazon (2003-2019), 2010 wa the record year for fire emission with all subsequent year lower by at least ½. when it come to wildfire there wa nothing unusual about 2023 summer's fire season in europe (look it up on the offs website). besides all this the forest fire record in southern europe is related to the previous winter rains, not summer temperatures. wetter winter encourage more plant grow, which form more fuel for fire when it dry out. mediterranean summer are always hot and dry enough to allow fire to spread. furthermore, with regard to the ipcc, they have not detected or attributed the number of fire or the burn acreage to man-made climate change. also ipcc only ha medium confidence ( that's a 50-50, so toss a coin) that weather condition that promote wildfire (fire weather) have become more probable in southern europe, northern eurasia, the usa, and australia over the last century. note that annual global wildfire carbon emission have been declining dramatically since 2003, with 2022 being the lowest on record (copernicus). ""with higher co2, increased tree cover lead to reduced fire ignition and burned area, and provides a positive feedback to tree cover"" (chen et al, 2019), so burning fossil fuel actually lead to le forest fire! global burned area ha decreased by nearly by 24.2% in 20 year (chen et al, 2023). the world is burning less! there is no climate crisis...there isn't even any evidence for it.",Negative,Positive,Positive
"pakistan floods area flooded 8%, much of this short term. 2010 flood were worse. both associated with la niña phase during a northern hemisphere summer - a natural phenomenon. there is no connection to the concentration of carbon dioxide in the atmosphere. august 1961 wa wetter. for pakistan's annual rainfall total the 7-year moving average ha barely changed since the 1980s, fluctuating up and down, but with no long term trend. pakistan ha endured major flood long before any significant rise in co2. since 1850 pakistan ha experienced 7 major drought and 6 major floods. since 1880 there is no trend in excess rainfall or drought condition over the greater indian region. i might add the people of pakistan are also suffering from poverty, bad governance and uncontrolled population growth. in addition in the immediate future they will suffer from the perverse environmental policy of developed country that have decided to stop extracting their own energy resources, but will consume the rest of the world's, outbuilding poorer countries, like pakistan, consisting them to darkness and further poverty.",Negative,Positive,Positive
china ain't doing squat! most their green tech end up in landfill just to show sellthrough. what a rock do some proper investigation,Neutral,Positive,Positive
here we are freezing in the uk,Negative,Neutral,Neutral
"lol. no one in the comment is falling for the bbc bs. the 2 deg limit wa totally arbitrary , when they realised climate wa warming slower than their rigged model anticipated they had to arbitrarily reduce it to 1.5 to wind up the urgency, so they can destroy our way of life before the wheel fall off the rigged science scam of ""climate crisis"".",Negative,Positive,Positive
you can take the temperature of the earth laugh out loud climate change is a money scam. climate change= season,Neutral,Positive,Positive
stop. you people speed fear.,Negative,Neutral,Neutral
it’s been cooler than it’s been in years. stop lying.,Negative,Neutral,Neutral
"since climate change is so dire with catastrophic effects, why hasn't the government covered every government building been covered with solar panel and the buildings' cooling and heating system been removed?",Negative,Neutral,Neutral
httpsConfused/youtu.be/91z7ypclswk?si=tests3lzekgom6r1. this is the truth. sod off bbc,Positive,Neutral,Neutral
complete lies. the bbc completely talking bollocks. an that is a weather expert.,Negative,Positive,Positive
congratulations to climate change for crossing the finish line with aplomb winning face what a disappointing run the human had.,Positive,Negative,Negative
stratospheric aerosol injection job done then? esp a the same expert (see human ? person above) got anyone who'd listen to invest install solar panel then block the (our) sun.,Negative,Neutral,Neutral
"the temp is racing up, comensurate to the leftist loyalists losing support and credibility.",Positive,Negative,Negative
"23 keystone pipeline leak in 12 year is a leak every 6 months. ""this is the moment when we must come together to save this planet."" - b.obama. ""the concept of global warming wa created by and for the chinese in order to make u.s. manufacturing non-competitive."" - d.trump ""stand up to the abuse of power by polluted who disproportionately harm community of colour and low-income communities. - j.biden",Negative,Neutral,Neutral
co2 so static. world go carbon zero httpsConfused/nuclearfusiononearth.blogspot.com/2024/02/world-goes-carbon-zero.html not so carbon neutral! during the day green plant on land and sea suck in all the carbon dioxide they can get!,Negative,Positive,Positive
blah blah blah,Negative,Neutral,Neutral
"so tell me, if the arctic is heating up this quickly, when can the public expect to travel to it in the wintertime without having to put on a jacket? when do i get to bring my swim trunks?",Neutral,Positive,Positive
liar,Negative,Neutral,Neutral
loyalist propaganda,Positive,Negative,Negative
"l'histoire se repute, that is how the early european walked to america thousand of year ago.",Neutral,Positive,Positive
"lol. i can't believe the bbc is still pushing this climate change garbage that fly in the face of science. first it wa cooling, then it wa warming and when that didn't occur it wa judged into the meaningless and ridiculous term ""climate change"", which a anyone with an iq over ten will tell you, is cyclical. no climate catastrophe prediction have ever come true in over five decade of fearmongery about the end of the world. none!!! it's total nonsense!!!",Negative,Positive,Positive
well the polar bear are not doing to badly. considering the polar ice wa meant to have melted by 2015 face with tears of joy,Positive,Negative,Negative
trust the $science ....... again.,Positive,Neutral,Neutral
only one science. same a the pandemic. are they not embarrassed. thinking that we the people don't critically think and research for ourselves.,Positive,Neutral,Neutral
"none of this is happening. arctic sea ice coverage ha stayed within it historical average ever since man began tracking it coverage. the same go for antarctic sea ice coverage. greenland ice sheet is still 10,000 foot thick at it ticket point. antarctica's eastern ice sheet is still 16,000 foot thick at it ticket point. all of the river in north america are raging because of record snowfall and record snowpack level up and down the west coast of north america. last year hurricane season in the tropical atlantic wa within the running average of 5.6. usgs and nasa recently released a report about land subsidence on the eastern coast of the united states. every beach from miami up to maine is sinking. this is due to post glacial isostatic rebound. what this mean is that the continental land surface that rebounded upward when the laurentide ice sheet depressed the interior surface is now returning to it former position. the coastline is also experiencing weathering from ocean waves, ocean tides, and rain. sand is very liquid in nature. it can be easily moved around by water running over it surface. this same natural weathering phenomenon is occurring on the coastline of alaska, southeast asia, and africa. it's all natural.",Positive,Negative,Negative
"don’t worry about it, the earth ha the beaufort tyre which will flush such a vast amount of cold fresh water into the ocean that the resulting cooling will affect the whole globe. global warming/ climate change, your move.",Positive,Negative,Negative
"a regard the melting of arctic ice, the record nearly always seem to start in 1979. strange that, considering it wa a year of record extent for arctic ice. even so, data from nota (2022) show winter (march) ice coverage ha hardly changed since '79, and that the summer (september) coverage trend had stopped declining since 2007. how inconvenient! didn't someone predict in 2007 arctic ice free by 2010, or 2015, or 2013, or in 5 years? or wa it in 2008 the arctic ice sheet would melt away. also predicted in 2008 north pole ice free in ... 2008 ... or in 10 years. 2009 prediction arctic ice free in 2014. 2012 prediction snow will be gone by 2020. and 2013 star prediction methane catastrophe in 2 year because of ice free arctic. 2018 prediction zero chance of permanent ice in arctic by 2022. it's still there, and it's stopped shrinking. if you consider global sea ice cover, it wa basically flat from 1981 to 2008, rose until 2010, stayed level until 2015, dropped until 2018, and then rebounded almost all the way back to the 1990-2000 average. nobody predicted thesis changes, nor can they explain them. the change have no relationship to the concentration of co2 in the atmosphere. the climate crisis/emergency/apocalypse is make-believe. multiyear ice is an unproductive habitat a far a marine organism are concerned first year (seasonal) ice over continental shelf is the most productive and this is where the vast majority of polar bears, seals, fish, whales, and sea bird are found. therefore the decline of extremely thick multiyear ice (>4 year old) could be seen a an concerning development with regard to the wildlife in the region, especially since 2-3 year old ice that can be used a a resting/hunting platform for seal and polar bear hasn't declined in summer since 2007. in fact, biologically, the arctic is in good shape with all it region showing a positive trend in primary productivity over an extended period (2003-2022). this ha resulted in more food for seals, walruses, coxhead whale and polar bears, which are hence maintaining or expanding their populations. there's no ""death spiral"" in the region a some people reported. in fact, there is, a i say, no evidence of any crisis/emergency. that is silly nonsense designed to scare people.",Negative,Positive,Positive
more bbc propaganda.,Negative,Positive,Positive
"we cannot support this entire earth with green energy, it's great but it only produce about 25% of what our need are, without burning fossil fuel or nuclear energy we will all freeze!!! just like europe almost did last winter in 2022, i used to believe we could replace it to, not anymore. if we don't burn coal or have nuclear energy we will all freeze!!!!!! stupid people!!!",Positive,Negative,Negative
"they said in the 80 the sea level would rise so the statue of liberty water would be up to her elbow by 2000. it’s not all the rich are still buying ocean front property and the beach of florida are the same. the elite getting rich off their fear they are pushing . should we clean up the water and air why yes china and india you should too! instead they fear longer more than ever! now they’re hair brain idea are windmill and solar panel raping the land of rare earth mineral yet have zero ability to store this power. they say this will decrease energy price ? they won’t do that either they sold u on plastic too” greatest invention ever “ now we have micro plastic in the water and food. the rich pushing this so imagine.... they get richer. ha anyone addressed where all this garbage wind mills, solar panel are going to go at the end of their life cycle ? no they have not! climate fear longer",Negative,Positive,Positive
global warming is real hottest heat wave's on record prove pollution and green house gas are warming up planet earth.,Positive,Neutral,Neutral
"more garbage and misinformation from the bbc. this is the reason hundred of thousand of people are cancelling their tv license. fact, both the northern and southern hemisphere have been cooling for most of the last decade and the southern hemisphere is cooling the fastest. the bbc is completely biased by only reporting story that support the opposite. this is deliberately misleading and break all the rule on reporting standards. i have cancelled my license this year. you should do the same.",Negative,Positive,Positive
"who wa it that said the world is going to heat up, the sea and weather will become roaring, causing famine, disease, and people will be divisive??? oh yeah that wa god!!!",Positive,Neutral,Neutral
i heard it is warming fifty time faster,Positive,Neutral,Neutral
is le solar irradiation the reason for the warming? somehow there are still people thinking le sun is warming the earth.,Positive,Neutral,Neutral
"it's impossible to spell the amount of laughter that this report brought me. news flash!!! it's called the sun and it go through cycles. every planet in our solar system is getting the same warming we are getting. the only way that they can scare the mass into energy slavery is to manipulate the data. ask yourself if the earth climate ha ever been stable. you will find many warming cycle and those cooling cycle called ice ages.if it's really a climate crisis, perhaps the lizard people calling for change could park their private jet that spec out carbon at the rate of city full of cars.))))",Negative,Positive,Positive
when sending missionary to convert people is prioritized than climate crisis. welcome to western christian nationalist country,Negative,Positive,Positive
"polar bear population is 5 time what it wa in the 1950’s. their overall population is nearly 40,000 so how are they suddenly threatened when they are thriving so well? why is the narrative being bent and warped?",Negative,Positive,Positive
enemy love concrete life....love concrete hated green pastures... universe children.... paper...in god we trust.,Positive,Negative,Negative
"2 00 fools, why are you building house at the foot of a mountain when you know avalanche can happen. then you cry when one doe happen.",Negative,Neutral,Neutral
"whats the fastest cure for global warming? why, nuclear winter of course",Positive,Neutral,Neutral
this plan ha been in place since the 3 there's no such thing a climate change from anything human are doing !! maybe it's the aluminum and all that other junk they are spraying the sky with!! for you youngster cloud are not flat and spread out!!,Positive,Negative,Negative
"slight natural climate change ! ignore the bizarre medium panic, it will always periodically vary !!!",Negative,Positive,Positive
"remember when the left dubbed everything weather related a ""global warming"". then after everyone started calling them out on their bs, they quietly renamed it a ""climate change"". oh yeah... umm climate change ha been happening for the last 270 thousand years.",Positive,Neutral,Neutral
"hey everyone... don't believe man. this climate change is all a lie !!! god say in genesis 8 22 ""while the earth remained, seedtime and harvest, and cold and heat, and summer and winter, and day and night shall not cease."" ... are you going to believe god , our creator or ungodly men that are rich with money but not in faith!!! no matter what these people say about climate change, they are using it to try and control us. every summer is hot and every winter is cold... there's nothing wrong with the climate. god is in total control and those people from the world economic forum are only believer in their money but not in the true creator.. they are trying to be in control of what god is in control of. please share this",Positive,Negative,Negative
"damn he said it ""if we cant give up fossil fuel in the the fastest warming place on earth what hope for the rest""",Positive,Neutral,Neutral
scam scam scam. axial precession. natural 26000 yr rotation of the earth.,Negative,Positive,Positive
nature's revenge. httpsConfused/youtu.be/fuck lb8 music punishable good by luxury,Negative,Positive,Positive
there is no climate change it just the world tilted a bit and will go back to normal,Negative,Positive,Positive
"bootyjiz z, why aren't you reporting on nasa's claim on more ice at the pole debunking global warming? polar bear can swim 300k a day quit lying",Negative,Positive,Positive
"go book a polar bear hunting trip online right now if you think they're going extinct. here's a hint, they aren't.",Neutral,Negative,Negative
"do you think the movement of money, the funding by large oil company and the green movement now being used to enforce further freedom to be taken away is anything to look at? climate lockdown and district for instance ? approved for 2024.",Positive,Positive,Negative
"i am totally in favor of global warming. i hate the long, cold winter where i live in rail, colorado. so a year ago i began focusing on increasing my carbon footprint. thus far i have been able to raise the average daily temperature in colorado by 4 degrees. i will continue raising my carbon footprint until i can grow palm tree in my yard. freedom!",Positive,Negative,Negative
how disgusting to keep that coal mine open for profits. truly despicable.,Positive,Negative,Negative
"there is no ""consensus"" in science.",Negative,Neutral,Neutral
"what i don't understand is how back in the day of the viking greenland wa in fact green. there were large settlement there, but wa the world wa much colder back then? similarly, in the day of smog filled london, the river themes froze in winter. are all these climate change expert absolutely certain that this general warming is not due just to the opacity of the atmosphere, and more of the sun's radiation hitting the earth, rather than some oversensitivity to a gas that make up le than 1% of the atmosphere that is very soluble in water vapor, another greenhouse gas that exists in many time greater quantity in the atmosphere. it just sound really unlikely to be true. and all these video just seem to focus hard on the consequence of global warming, rather than the mechanics, exactly what you would do if you didn't want people to focus too hard on the science. these green policy could kill million of people more than global warming will, i really think we can't just say, ""hoops, made a mistake, never mind!"", if it turn out to be wrong. or alternatively, if we all commit to the green agenda for 5 years, and if it doesn't result in any change in global temperatures, we prison every climate scientist and activist for the rest of their lives, for fraud?",Negative,Positive,Positive
meanwhile new york ha just had 6 foot of snow. this is the biggest con in history designed to make u all poorer.,Neutral,Positive,Positive
"thank you carbon dioxide green vegetation on earth increased by 14% over 30 years, major study find",Positive,Negative,Negative
absolute follow bbc britain's brainwashing channel,Negative,Positive,Positive
the bbc is one of the most bullshit news source ever. there is no f@#kn global warming. i feel sorry for the uk public for supporting such a shift organization.,Negative,Positive,Positive
climatecon deception exploitation,Negative,Neutral,Neutral
"climate change doesn't exist in the sense of fossil fuels, the planet orbit change from circular to elliptical this is what cause the change, anything the ref or a politician or climate change activist tell you is just a lie. we are basically at the sun mercy.",Positive,Neutral,Neutral
there is a film with a different angle on climate change. it departs from the orthodox narrative and point the true driving force behind it. here is a link to the trailer httpsConfused/youtu.be/8ow4qvuziv4?si=db5ff wj66m4js4q,Positive,Negative,Negative
"""its so hot i cant see"". high quality teen magazine journalism. put your sunglasses on you daft cow.",Neutral,Positive,Positive
oh my god i am so afraid... but we are at the end of an ice age... we are pushing the schedule a bit though grinding face with sweat,Positive,Negative,Negative
human is idiot..they know that is danger but people think m do work for family.. grinding face with sweat grinding face with sweat grinding face with sweat really human have no brain..human r bring just like a robot..,Negative,Neutral,Neutral
"the transition to sustainable energy source is paramount, necessitating a decisive shift away from fossil fuel to mitigate the adverse effect of global warming.",Positive,Neutral,Neutral
"have you followed what is happening in the world now with the climate, for example, in one day 19 volcano woke up. there are a lot of earthquake happening. this is not normal. and you listened to “emergency appeal by scientist ego cholakyan to humanity the planet is on the verge of self-destruction” - this is the first appeal, and there are three of them. so the authority are shameful silent and after his appeal they must shout about it everywhere",Negative,Positive,Positive
"rubbish. scientist have known since the early 1900s that the warming effect of each molecule of co2 decline a the concentration increases. ethical scientist not on green gravy train tell u the co2 greenhouse effect ha been deliberately and grossly exaggerated for money, power and control. the global climate is one of the most complex, chaotic, non-linear natural system known, which is in a constant state of flux due to many factor – co2 play a minor role. making a deliberate single parameter correlation is scientific fraud. meanwhile there ha only been approximately 1 – 1.5 c warming since the middle of the little ice age – a change so modest and gradual know one in the general public would have noticed were it not for 24/7 fear-wondering propaganda. pointing to weather event and cherry picked data going back only 150 year that ignores the medieval and roman warming period is propaganda. climate cycle are measured in 30 year cycles. a few hot, rainy or dry year in a row mean nothing co2 is not a pollutants for the first time in history killing the planet. co2 is 'safe and effective'. there is no climate emergency. httpsConfused/lintel.org/",Negative,Positive,Positive
poland. we haven't seen great snow in 12–20 years. we used to have enormous amount of snow and even snowstorm. now we don't have any of that.,Negative,Positive,Positive
"canada Canada is one of the coldest cold face cold face cold face country in the world!!! also, we contribute to climate change in a very small way. the world need our oil and gas!!!!!",Neutral,Negative,Negative
bullshit,Negative,Neutral,Neutral
everyone should be aware of the global warming problem and try to solve it,Negative,Positive,Positive
i regret that the flood caused casualties.,Negative,Neutral,Neutral
i hope global warming is resolved loudly crying face,Positive,Negative,Negative
we know the world is warming by human emitting green house gas ! this is a blatant lie .,Positive,Negative,Negative
climate change - the ultimate tin foil hat conspiracy,Negative,Neutral,Neutral
yeah we fina die,Negative,Neutral,Neutral
"the weather ha only been recorded since 1850, it wa 14° hotter 500 million yr ago . so this is all a scam.",Negative,Neutral,Neutral
"the single most troubling indicator of global heating is the 1.2 trillion ton of global melting ice, a it is our global ac and is sucking-up 2.16 x 10 to the 17th but's per day. how long can this go on? 77-110 yrs. venus 2.0? the net is full of research supporting these numbers, if you just google a bit of climate research.",Negative,Positive,Positive
"no they are lying. they changed the way they measure trip. standard temp is recorded 2 meter above ground. they are measuring temp at ground level which is hotter...lies, lies, lies...",Negative,Neutral,Neutral
hopefully next year we can beat the record! if we all work together we can achieve anything! trophy,Positive,Neutral,Neutral
"with the level of greenhouse gas steadily increasing and average global temperature keeping pace, if you’re not feeling angst because of this, then you’ve either not been paying attention or else you’ve convinced yourself that the globe is warming because of some other cause — which is even career, because that mean there’s nothing we can do to save ourselves. note if there were no human influence on climate, earth's current orbital position within the milankovitch cycle indicate that our planet should be cooling, not warming, continuing a long-term cooling trend that began 6,000 year ago search ‘milankovitch cycle predict’ search ‘graph for 10,000 year global temperature show we're screwed’",Positive,Negative,Negative
all part of the conditioning ....well it won't work with me.if it summer in the uk..its probably raining..nothing new there...,Neutral,Positive,Positive
so how do we solve the #climatecrisis? httpsConfused/,Positive,Neutral,Neutral
why do so many of these record only count back to the 1960's? the 1930's seem to be conveniently forgotten.,Negative,Positive,Positive
climate change is the story of how humanity destroyed itself..we are in the end time for real. we screwed up the garden.,Negative,Positive,Positive
"in the last 11 years, i have been through a 1-in-100-year flood, a 1-in-200-year flood, and a super-cell storm so powerful the golf ball-sized hail stone turned my house into swiss cheese. i'm already feeling the homelessness of it all and every time it rain i'm crippled by fear. it is getting worse. i personally blame the people still denying it even those in this comment thread. i hope you live long enough to see your house under 12 foot of water, reduced to ash from bush fires, or roofless, shattered dusk like some kind of scene out of surface.",Negative,Positive,Positive
mmm. several issues temperature forecast this summer were not realised. not reported. the maldives are not under water. ex president are buying multi million $$$ property next to the ocean. government are still allowing airport and flight to grow grow grow. billion of $$$$ are being given to fight war when it would be spent on climate if there wa a true crisis. call me a realist but somebody somewhere isnt buying the content of this video.,Negative,Positive,Positive
"omg!! we’ve been dealing with climate change alarming for last 50+ years. none of their prediction have panned out, but every sinking time, our tax go up. ff, we need to stop them!!",Positive,Negative,Negative
all company and public sector need to make all staff that can..work from home. all these people taken off road for 2 hour a day rush hour would massively cut our emissions. we need a home working push...people can't afford new elec car ...let's cut pollution now aside need to by home working. we won't be goingvto work anyway if we lise control of weather and our car tyre melt into road,Negative,Positive,Positive
"i wish that even one of these climate report included the amount of carbon tax being collected by world government and how they are mitigating the climate crisis. in ca they pay over $5 billion annually, just from the carbon tax on a gallon of gas. a lot of money from just one tax in one state. and it doe absolutely nothing to affect climate.",Negative,Positive,Positive
"why would america and eu worry, they're more interested in war than going green, look at biden, he's more interested in other country matter than serving the country",Negative,Positive,Positive
she’s right i live in virginia but i don’t know if my eye are playing trick or if it actually still look like june but i still think we have hope every fact is a fact until proven wrong like,Positive,Negative,Negative
"there is a problem with electric cars they are 30% heavier than petrol models. use more of earth minerals. on a long journey on the motorway service station i saw motorists were arguing that they needed to urgently charge their car to get to work. battery have a 5-7 year life. battery are charged from roadside charger powered by coal/nuclear power stations. because the car are heavier the tyre are bigger with more effect on the road, lastly mile on a full charge depends on the weight it carrying so that 5 people could reduce the mileage by 25%.",Negative,Positive,Positive
"this is actually the 50th anniversary of this phony racket $$$...it wa started in 1973, when the racketeer first tried calling it ""the new ice age"" $$$$$$. they then changed the name of it 2 more time $$$$$$$$....the fact that dissenting view are not tolerated, is all the proof you need that this is a scam $$$$$$$$$$$$$$",Negative,Positive,Positive
"i live in middle himalaya, it's very hot here on 2nd october 2023...strange..very uncomfortable.. not usual",Neutral,Positive,Positive
stop telling bs.,Negative,Neutral,Neutral
it too heartbreaking face holding back tears no one know how to weather will react,Negative,Neutral,Neutral
democratic election have a very large carbon footprint compared to a dictatorship or a military coup.,Neutral,Positive,Positive
really? you know what the temperature wa a thousand year ago or even 500 year ago? doom and gloom is all the liberal can cry about worshipping their climate change religion!,Negative,Positive,Positive
we're all doomed doomed i tell ya. grinding face with sweat,Negative,Neutral,Neutral
"dear youtube, many people have been sexually abused by bbc employee including many children. please de monetise and cancel this channel from your platform.",Negative,Positive,Positive
"another great video, but it's completely pointless a those who should see it won't see it. serious question why are we still waiting for government to do something about it, when we've all agreed that no government in the world can be trusted, let alone depended on? so what are we actually talking about here? pointing the finger at the government and blaming them for everything is super easy. too simple. and that's where the problem lies. we should gradually start to take our destiny into our own hand and not wait for a government to solve our social problems, it ha been decade too late for that anyway. sorry, but the last 3 year have shown me that hope and good will always invariably lead to hate and discord in the end. maybe we should just speed up global warming instead of trying desperately to slow it down. my generation no longer ha any hope in anything, neither in the future nor in society. the reason for our existence wa taken from u and there is no going back. it too late. and the sooner we accept that, the easier it will be for u in the future.",Positive,Negative,Negative
"remember folks, the carbon they want to reduce is us.",Positive,Neutral,Neutral
raw global temperature data show the earth ha been cooling since 1930. only when the data ha been manipulated doe it show warming. just ask nota for the raw data. cheers.,Positive,Negative,Negative
bbc is gay,Neutral,Positive,Positive
ha ha ha ha ha ha,Positive,Neutral,Neutral
the carbon footprint is oil company propaganda to shift responsibility off of themselves. if you care about the environment your target is them.,Positive,Negative,Negative
what a load of bullshit,Negative,Neutral,Neutral
what happens when a volcano erupts !! mmm yet no spike in global warming !,Negative,Neutral,Neutral
what about the carbon footprint of the military complex... thinking face thinking face,Neutral,Negative,Negative
yeah. go solar. save money. doesnt change anything. you dont know how the plant or machine work. or the turbines/ generators. they produce the same amount of power whether you use it or not. they run non stop for years.,Positive,Neutral,Neutral
sorry bbc but no one belief you and you are beauty sex cases. you are toast.,Positive,Negative,Negative
bullshit,Negative,Neutral,Neutral
"dear climatards 1. co2 is currently 420 ppm, which is 0.042%. human are responsible for 3% of that, which is 0.00126%. thus, 99.99874% of all co2 is created naturally. 2. at under 270 ppm co2, plant life dies, and everything else dy with it. 3. the atmosphere ha had period where co2 wa up to and higher than 4000 ppm. during the triassic period 215 million year ago, both plant and animal life thrived and alaska wa a jungle. 4. when mt. st helen erupted in 1980, it released the same amount of pollution a 270 year of human industrial activity in 1970. that’s 270 x 1970 industrial activity - in one day. tonga eruption wa nearly double. at least get educated before complain with no solution. this is about control and wealth transfer. and all cellist are useful idiots. was always thus and always thus will be. if you really want to have an impact, simply remove yourself from the planet?",Positive,Negative,Negative
i came here for the comment grinding face with smiling eyes,Positive,Neutral,Neutral
new world order mark of the beast you can buy and sell the carbon footprint is so that you won't give food you buy and give it to your neighbor that doesn't have the mark of the beast we will be fugitive to there world order wake up..,Neutral,Positive,Positive
absolute garbage. liar. carbon is good for the earth. all green plant live on carbon. satanic liar run this world.,Negative,Positive,Positive
"stop drinking carbonate beverages, that’s about 2 gram of co2 a can",Negative,Neutral,Neutral
"for individual living in europe how much carbon consumption will be allowed? 5metric tons, more or less? what will happen when the consumption is exceed? will all these restriction coming with the limit be allowed going out of your house to work or buying food only for 2-3 day in a week and then wearing face mask, to reduce carbon? how much airplane travel i can have within one year? i bet you must install ventilation system with filter in your house, doe the government paying this or the individual with his monthly salary? doe anyone here have mor information about this topic ?",Negative,Positive,Positive
all scam! eye,Negative,Neutral,Neutral
"i learned in grade 8 that nature ha a way of balancing carbon and oxygen within our atmosphere. that is to say, a balance between the human species carbon ""foot print"" and the oxygen ""foot print"" of plant and trees. perhaps we need to think twice before we cut down tree instead of worrying about our carbon foot print? furthermore, i also learned in grade 7 that the human body is 18% carbon!!! then i began to think about it and began to wonder if the goal of the ref, to eliminate humanity and replace them with ai? perhaps bill gate know more about this!! ""you will own nothing and be happy."" ~karl schwab",Negative,Positive,Positive
"red meat..! see, they want u to eat bugs. i have never heard such bullshit in all of my life...",Positive,Neutral,Neutral
"the planet is not overheating, gate ha a plan to put dust particle into the atmosphere to 'cool the planet, what it will do is give u a nuclear winter and freeze u to death.",Negative,Positive,Positive
"lies, lies, and more lies.....",Negative,Positive,Positive
more bbc lies.... paid for by gate and the ref.... a big con to control us. there is no climate crisis... a real scientist will confirm this. utter utter rubbish...,Negative,Positive,Positive
"and people are still believing this bs! like the academic, fuel crisis, food shortage crisis etc, it's one big, ref con.",Negative,Neutral,Neutral
carbon footprint conspiracies. do i need to wear a tin foil hat to join this cult?,Positive,Neutral,Neutral
carbon footprint refers to the total amount of green house gas released into atmosphere due to our activity,Neutral,Negative,Negative
"i wonder how many cow fart worth of carbon are in a standard nuke? you know, those thing they like to test, on land, in the oceans, in the sky, in space, thousand of times? lecture me harder daddy, about the 50l of fuel i use per month, v the 5,000,000l of fuel you burn per hour for your war machine.",Negative,Positive,Positive
my carbon footprint is going to be the bottom of my boot smashing the skull of control freak like you. come and take it bitch.,Negative,Neutral,Neutral
"lowering carbon emission, is code for genocide of a people!!!! this is wicked!!!!",Negative,Neutral,Neutral
"you are ignorant and inconsistent. you don't know whether to fight pollution or warming, and they are clearly not the same thing. if you are concerned about warming, you should know that at 70%, the main greenhouse gas is water vapor. in that hypothesis, both the excessive warming and the release of greenhouse gas are equivalent in a nuclear plant and a coal plant. on the other hand, the burning of vegetable fuel is neutral in term of co2 balance.",Positive,Negative,Negative
no different then con job nineteen,Negative,Neutral,Neutral
"more money you have, the more you can invest in net zero, but they want slavery, that's what it's all about, control!",Negative,Positive,Positive
like com26 with all airplane flying out of tax payer money,Positive,Neutral,Neutral
like see bbc foot print hypocrisy,Positive,Neutral,Neutral
