Comment,sentiment
"carbionifirous period, mother nature love it.",Positive
comment,Neutral
"so tell me, if the arctic is heating up this quickly, when can the public expect to travel to it in the wintertime without having to put on a jacket? when do i get to bring my swim trunks?",Neutral
liar,Negative
loyalist propaganda,Positive
"l'histoire se repute, that is how the early european walked to america thousand of year ago.",Neutral
"lol. i can't believe the bbc is still pushing this climate change garbage that fly in the face of science. first it wa cooling, then it wa warming and when that didn't occur it wa judged into the meaningless and ridiculous term ""climate change"", which a anyone with an iq over ten will tell you, is cyclical. no climate catastrophe prediction have ever come true in over five decade of fearmongery about the end of the world. none!!! it's total nonsense!!!",Negative
"the scientist who say the climate will destroy us, are reliant on government funding and are being forced to lie. it is being used a an excuse to stop freedom of travel, of movement. they want to destroy our present democracy to replace it with fascism.",Negative
little spoiler for you. the planet heat up and cool down in cycles. it ha done since inception and before human arrived. it will continue to heat and cool when human are extinct. earth will become barren for around 2 billion year then be consumed by the sun... the end face with tears of joy . have a fab day beating face with smiling eyes,Positive
well the polar bear are not doing to badly. considering the polar ice wa meant to have melted by 2015 face with tears of joy,Positive
trust the $science ....... again.,Positive
"can’t compare with 150 year ago. then we had the very cold spell - the themes froze over, the mini ice age. it’s warmed since and ha been warming since the last ice age. it’s natural and positive a a warmer world is better for nature.",Positive
there is no proof of climate change. they say the polar bear are dying out. lies. the polar bear population is increasing. these people are crazed.,Negative
do the bbc read these comments?,Neutral
only one science. same a the pandemic. are they not embarrassed. thinking that we the people don't critically think and research for ourselves.,Positive
"none of this is happening. arctic sea ice coverage ha stayed within it historical average ever since man began tracking it coverage. the same go for antarctic sea ice coverage. greenland ice sheet is still 10,000 foot thick at it ticket point. antarctica's eastern ice sheet is still 16,000 foot thick at it ticket point. all of the river in north america are raging because of record snowfall and record snowpack level up and down the west coast of north america. last year hurricane season in the tropical atlantic wa within the running average of 5.6. usgs and nasa recently released a report about land subsidence on the eastern coast of the united states. every beach from miami up to maine is sinking. this is due to post glacial isostatic rebound. what this mean is that the continental land surface that rebounded upward when the laurentide ice sheet depressed the interior surface is now returning to it former position. the coastline is also experiencing weathering from ocean waves, ocean tides, and rain. sand is very liquid in nature. it can be easily moved around by water running over it surface. this same natural weathering phenomenon is occurring on the coastline of alaska, southeast asia, and africa. it's all natural.",Positive
"for the record, in this current interracial period, that is colder than previous interracial periods, the polar bear population is very healthy and increasing.",Positive
"don’t worry about it, the earth ha the beaufort tyre which will flush such a vast amount of cold fresh water into the ocean that the resulting cooling will affect the whole globe. global warming/ climate change, your move.",Positive
"for people in here who care so much. do something about it, this is pathetic.",Negative
"a regard the melting of arctic ice, the record nearly always seem to start in 1979. strange that, considering it wa a year of record extent for arctic ice. even so, data from nota (2022) show winter (march) ice coverage ha hardly changed since '79, and that the summer (september) coverage trend had stopped declining since 2007. how inconvenient! didn't someone predict in 2007 arctic ice free by 2010, or 2015, or 2013, or in 5 years? or wa it in 2008 the arctic ice sheet would melt away. also predicted in 2008 north pole ice free in ... 2008 ... or in 10 years. 2009 prediction arctic ice free in 2014. 2012 prediction snow will be gone by 2020. and 2013 star prediction methane catastrophe in 2 year because of ice free arctic. 2018 prediction zero chance of permanent ice in arctic by 2022. it's still there, and it's stopped shrinking. if you consider global sea ice cover, it wa basically flat from 1981 to 2008, rose until 2010, stayed level until 2015, dropped until 2018, and then rebounded almost all the way back to the 1990-2000 average. nobody predicted thesis changes, nor can they explain them. the change have no relationship to the concentration of co2 in the atmosphere. the climate crisis/emergency/apocalypse is make-believe. multiyear ice is an unproductive habitat a far a marine organism are concerned first year (seasonal) ice over continental shelf is the most productive and this is where the vast majority of polar bears, seals, fish, whales, and sea bird are found. therefore the decline of extremely thick multiyear ice (>4 year old) could be seen a an concerning development with regard to the wildlife in the region, especially since 2-3 year old ice that can be used a a resting/hunting platform for seal and polar bear hasn't declined in summer since 2007. in fact, biologically, the arctic is in good shape with all it region showing a positive trend in primary productivity over an extended period (2003-2022). this ha resulted in more food for seals, walruses, coxhead whale and polar bears, which are hence maintaining or expanding their populations. there's no ""death spiral"" in the region a some people reported. in fact, there is, a i say, no evidence of any crisis/emergency. that is silly nonsense designed to scare people.",Negative
more bbc propaganda.,Negative
more crap from the bbc. time to defend.,Negative
"we cannot support this entire earth with green energy, it's great but it only produce about 25% of what our need are, without burning fossil fuel or nuclear energy we will all freeze!!! just like europe almost did last winter in 2022, i used to believe we could replace it to, not anymore. if we don't burn coal or have nuclear energy we will all freeze!!!!!! stupid people!!!",Positive
"get the vaccine, you won't get the virus the expert always get it right.. smiling face with smiling eyes",Positive
i am concerned that japan is trying to discharge radioactive contaminated water into the sea.,Neutral
i am concerned that japan is trying to discharge radioactive contaminated water into the sea.,Neutral
"yes, we can save the earth but we need to call out all those who talk the talk but then do nothing. this is one of the main reason i made a song and a music video about calling all the hypocrisy out and saying “you can smc” and we should stand together and start our own revolution by doing what need to be done to help.",Positive
"they said in the 80 the sea level would rise so the statue of liberty water would be up to her elbow by 2000. it’s not all the rich are still buying ocean front property and the beach of florida are the same. the elite getting rich off their fear they are pushing . should we clean up the water and air why yes china and india you should too! instead they fear longer more than ever! now they’re hair brain idea are windmill and solar panel raping the land of rare earth mineral yet have zero ability to store this power. they say this will decrease energy price ? they won’t do that either they sold u on plastic too” greatest invention ever “ now we have micro plastic in the water and food. the rich pushing this so imagine.... they get richer. ha anyone addressed where all this garbage wind mills, solar panel are going to go at the end of their life cycle ? no they have not! climate fear longer",Negative
global warming is real hottest heat wave's on record prove pollution and green house gas are warming up planet earth.,Positive
global warming is real scientific chart chart increasing show ocean sea level getting higher.,Positive
global warming is real planet earth ice sheet 1998 ice sheet back then is more massive bigger ice sheet. in year 2023 ice sheet is more smaller ice sheet.,Positive
china is the most responsible and guilty of the climate change crises. china is the most polluted country and the main source of pollution in the world. china is doing dangerous experiment of climate manipulation to create artificial rain which already resulted in disastrous flooding in many cities.,Negative
"our planet earth is a living organism, and her blood is oil! stop pumping blood from the bowel of mother earth and immediately. otherwise, emigration to other planet and not the fact that people there for enrichment will not destroy prod, a well a on the planet earth.",Negative
the mind of climate alarming is the only thing overheating.,Negative
"more garbage and misinformation from the bbc. this is the reason hundred of thousand of people are cancelling their tv license. fact, both the northern and southern hemisphere have been cooling for most of the last decade and the southern hemisphere is cooling the fastest. the bbc is completely biased by only reporting story that support the opposite. this is deliberately misleading and break all the rule on reporting standards. i have cancelled my license this year. you should do the same.",Negative
"who wa it that said the world is going to heat up, the sea and weather will become roaring, causing famine, disease, and people will be divisive??? oh yeah that wa god!!!",Positive
"climate change... happened 10 time faster 12,000 year ago. go educate yourselves. it wa called the younger days event.",Neutral
i heard it is warming fifty time faster,Positive
is le solar irradiation the reason for the warming? somehow there are still people thinking le sun is warming the earth.,Positive
i am so thankful for god's natural change on the earth,Positive
i am so thankful for god's natural change on the earth.,Positive
i am so thankful for god's natural change on the earth.,Positive
oh look it affecting the white people way of life so now they are trying to everyone to do something about climate change,Neutral
"it's impossible to spell the amount of laughter that this report brought me. news flash!!! it's called the sun and it go through cycles. every planet in our solar system is getting the same warming we are getting. the only way that they can scare the mass into energy slavery is to manipulate the data. ask yourself if the earth climate ha ever been stable. you will find many warming cycle and those cooling cycle called ice ages.if it's really a climate crisis, perhaps the lizard people calling for change could park their private jet that spec out carbon at the rate of city full of cars.))))",Negative
when sending missionary to convert people is prioritized than climate crisis. welcome to western christian nationalist country,Negative
"during 2011-2018, the world spent us$3.6 trillion on climate change project – 55% of which wa spent on solar and wind projects. despite this wind and solar energy still produced only 3% of world energy consumption in the year 2018. not only are they expensive and ineffective, the review found that these project sometimes contribute to problem they were designed to solve. both wind and solar farm are themselves causing local climate change. and, they have a devastating effect on biodiversity",Negative
laugh out loud,Positive
"caused by overpopulation and china's industrial revolution, neither of which we can change!",Neutral
courant co2 is 450ppm it doe not become harmful till it is over 5000ppm get real and relax we need co2 to grow crop do you want to starve ?,Positive
"ah, climate change. boorrriiing",Neutral
"geologic evidence and proxy data suggest that the earth ha been significantly warmer and ha had higher co2 level in the past, and all sort of life thrived. this, of course, wa before the global flood a few thousand year ago which radically changed the geography and climate of the planet. but there is also evidence to suggest part of the earth were warmer after the flood than they are today. in fact, historical record indicate there were several warm period including the medieval warm period (map) between ad 300 and 1900 in which people were able to farm in greenland—an area currently covered in ice. warmer temperature can extend growing seasons, which allows for increased agricultural production. cooler temperature can crippled agricultural production a evidenced by the “little ice age” that occurred in 1400 shortly after the map. during the “little ice age,” the themes river in london froze over and much of britain experienced food shortages.",Positive
hence do something.,Neutral
"lol...climate change. maybe the bbc should pay more attention to everyone else around the globe who have already proved by using science, that this climate change emergency a they are selling it, doesn't actually exist. thank you to all independent media, all scientist who are speaking out about the climate change agenda. the ref agenda should we all call it !! and the bbc who are currently facing law suit for the speed of misinformation and constitutional violation still sit here night after night pushing out fake news reports. laughable.. !",Negative
"just give more taxpayer money to the politician and pyramids. because they are all wise and so economic efficient. this world will be here long after we are gone like it always has. it is all bullshit, no one can control several country who been out of control since the beginning of civilization.",Positive
"polar bear population is 5 time what it wa in the 1950’s. their overall population is nearly 40,000 so how are they suddenly threatened when they are thriving so well? why is the narrative being bent and warped?",Negative
"don't forget, the polar ice cap will melt entirely by 2010 (or whenever they said). oops, didn't happen, just like all their other predictions...all of them.",Negative
enemy love concrete life....love concrete hated green pastures... universe children.... paper...in god we trust.,Positive
"2 00 fools, why are you building house at the foot of a mountain when you know avalanche can happen. then you cry when one doe happen.",Negative
"whats the fastest cure for global warming? why, nuclear winter of course",Positive
"the earth is cocoon in a bubble of ""human friendly"" atmosphere. this bubble is ca.8000 metre deep (most person climbing on everest above this height require supplementary oxygen).... can anybody tell me ,due to climate variation, if this figure go up or down.",Positive
"stop being sucker! quit with the false ""climate change"" bs! the climate is no different than it ever was. electric car are for fools! where do you think the electricity come from to power them? and dont think wind farm or color panels!!!!",Negative
this plan ha been in place since the 3 there's no such thing a climate change from anything human are doing !! maybe it's the aluminum and all that other junk they are spraying the sky with!! for you youngster cloud are not flat and spread out!!,Positive
"slight natural climate change ! ignore the bizarre medium panic, it will always periodically vary !!!",Negative
only thing that's heating up is the joy at loyalist tax on poor by the loyalist cabal or gang,Positive
"the trusted bbc just keep meddling this rubbish. co2 account for about 1-2% of climate change, so that is effectively 0 desc. the main cause are the milankovic cycles, not that the bbc-trusting viewer even know what they are, a the bbc have yet to tell them this 100 year news. but the second is sunset and the bbc don't want to cover this either, i wonder why? could it be that it ha nothing to do with man and we cannot do anything about it anyway...which mean their paymaster won't make any money out of it. well that's what you get from the trusted bbc...lies morning, noon and night.",Positive
"remember when the left dubbed everything weather related a ""global warming"". then after everyone started calling them out on their bs, they quietly renamed it a ""climate change"". oh yeah... umm climate change ha been happening for the last 270 thousand years.",Positive
"it is so sad. sad for my kids, and kid all over this planet.",Negative
"climate change ha become a religion for so many irrational and easily manipulated people. even if one belief that a microscopic amount of co2 is controlling the climate (co2 make up .0004% of the atmosphere) there is absolutely nothing we can do about it. a few people with mean can buy an electric car so they can pretend they are doing their part for climate change. although the mining for the mineral needed to produce the battery for electric vehicle cause some of the most severe environmental damage on the planet along with producing gigantic amount of co2 by the heavy vehicle used to extract those minerals. the religious dealt like to pretend that solar panel and windmill are the cure. but those only produce electricity and electricity is only 20% of the energy used by the world. and both of these ""green/renewable"" source aren't even close to being either green or renewable a again the fossil fuel needed to mine the mineral necessary to produce solar and wind make them anything but clean, plus they only have a life span of 15-25 year and then you have to replace them. and then there is the inconvenient fact that both of these energy source have to be fully backed up for those time when the sun doesn't shine or the wind doesn't blow. so for every solar or wind farm you also need a coal fired power plant to back them up. paying twice for energy. now there's an efficient plan. it doesn't matter how hard one try to pretend, the world in it current form run on fossil fuels, and even more specifically it run on diesel. the ships, trains, trucks, construction vehicles, planes, etc. etc. all run on diesel and jet fuel. no amount of self delusion is going to change that. so unless you are prepared to return to life a it wa in the 18th century when the average life span wa about 35 years, then all of this nonsense is nothing more than a ridiculous form of virtue signaling. how many of you climate change true believer are prepared to walk or ride a bike to work everyday? how many of you are prepared to eat cold meal everyday? take cold showers? grow your own food, a without diesel and natural gas based fertilizer there won't be any food on the shelf in your local grocery store. freeze in the winter and sweat in the summer? no vacation for you a plane will have to become a thing of the past a will diesel powered ships. so no trip to hawaii unless you can endure a multi week ride in a sail boat. virtually every aspect of modern life ha a fossil fuel component to it. how many of you are prepared to radically reduce your standard of living? so ask yourself, are you personally ready to make this kind of gigantic sacrifice in your quality of life to try and reduce the co2 level from .0004% to .0003%? and if you aren't willing to do what's necessary, then why would you think anyone else is? and if you are capable of rationalizing that none of these climate change goal are even remotely feasible you might start to wonder why we keep pushing this driver like you are watching in this ridiculous video? why do the politician exposing this nonsense fly all over the world in private plane specs ton of co2, buy estate on the coast, spends 10's of thousand of dollar heating and cooling their mansion etc.? and if the religion isn't so deeply entrenched that you can contemplate the answer to these question you might make the leap to the truth that this is all about money. we've spent 10 trillion dollar to lower the co2 output in the u from 20% of global to 14%. it hasn't reduced total global co2 by one bit though a the rest of the world continues to increase it's fossil fuel usage year after year a third world country continue to emerge from object poverty. so realistically we've spent 10 trillion dollar and accomplished .... nothing. is it time to wake up or shall we waste another 10 trillion with the same result?",Positive
"hey everyone... don't believe man. this climate change is all a lie !!! god say in genesis 8 22 ""while the earth remained, seedtime and harvest, and cold and heat, and summer and winter, and day and night shall not cease."" ... are you going to believe god , our creator or ungodly men that are rich with money but not in faith!!! no matter what these people say about climate change, they are using it to try and control us. every summer is hot and every winter is cold... there's nothing wrong with the climate. god is in total control and those people from the world economic forum are only believer in their money but not in the true creator.. they are trying to be in control of what god is in control of. please share this",Positive
"damn he said it ""if we cant give up fossil fuel in the the fastest warming place on earth what hope for the rest""",Positive
people we human are not making any weather change by what we do this is all crap. people that are 60 year or older can tell you this.,Negative
scam scam scam. axial precession. natural 26000 yr rotation of the earth.,Negative
"greenland ice at a 43 year high, antarctic ice at 30 year high, 163% increase in global snow. a half a degree c drop in the global temperature in two years. it's going to get philly!.",Positive
imagine having a climate summit in a location that doesn't have 5-star hotel and enough airport space to park the private jets.,Neutral
very cold weather in the uk and china at the moment. warming up by 2 degree would be welcome in those areas. the bbc continues to paddle the pathetic propaganda that there is a climate problem.,Negative
nature's revenge. httpsConfused/youtu.be/fuck lb8 music punishable good by luxury,Negative
these people ie news just tell government lie,Neutral
there is no climate change it just the world tilted a bit and will go back to normal,Negative
"bootyjiz z, why aren't you reporting on nasa's claim on more ice at the pole debunking global warming? polar bear can swim 300k a day quit lying",Negative
to this day there is no link to co2 and temperature change all data show from core sample of past event that showed high co2 level there where no temperature variation this is the basis for the hoax.,Negative
"polar bear are doing just fine , in fact there are too many. this video is a pack of lie a usual.",Positive
"go book a polar bear hunting trip online right now if you think they're going extinct. here's a hint, they aren't.",Neutral
"notice the very first word this paid propagandist otters? ""the moon"" like all religious fruitcake who believe change in climate are connected to people's actions. not all of them are sub iq moons, many are brainwashed, many profit from the scam, but the rest? just a religion to fill the emotional void in their lives.",Positive
hang on... i have to grab my space heater.,Neutral
why is the arctic heating fastest? because there aren’t a bunch of people there to tell u this is bull.,Neutral
"do you think the movement of money, the funding by large oil company and the green movement now being used to enforce further freedom to be taken away is anything to look at? climate lockdown and district for instance ? approved for 2024.",Positive
"i am totally in favor of global warming. i hate the long, cold winter where i live in rail, colorado. so a year ago i began focusing on increasing my carbon footprint. thus far i have been able to raise the average daily temperature in colorado by 4 degrees. i will continue raising my carbon footprint until i can grow palm tree in my yard. freedom!",Positive
how disgusting to keep that coal mine open for profits. truly despicable.,Positive
"there is no ""consensus"" in science.",Negative
i hate lucifer we will not follow even single rule.,Negative
"why is it no one is taking about buying good made in place like china? panama ship use over 60,000 gallon of diesel fuel each day. and they travel at approximately 25 mph. and on any given day there are 5,000 panama ship underway. the world would benefit greatly if everyone would buy domestic good over china goods. what happened to ""no matter the cost""?",Positive
you should check temperature change from year 1905 to 2021 httpsConfused/youtube.com/shorts/hjaqlk3mm?feature=share,Neutral
"what i don't understand is how back in the day of the viking greenland wa in fact green. there were large settlement there, but wa the world wa much colder back then? similarly, in the day of smog filled london, the river themes froze in winter. are all these climate change expert absolutely certain that this general warming is not due just to the opacity of the atmosphere, and more of the sun's radiation hitting the earth, rather than some oversensitivity to a gas that make up le than 1% of the atmosphere that is very soluble in water vapor, another greenhouse gas that exists in many time greater quantity in the atmosphere. it just sound really unlikely to be true. and all these video just seem to focus hard on the consequence of global warming, rather than the mechanics, exactly what you would do if you didn't want people to focus too hard on the science. these green policy could kill million of people more than global warming will, i really think we can't just say, ""hoops, made a mistake, never mind!"", if it turn out to be wrong. or alternatively, if we all commit to the green agenda for 5 years, and if it doesn't result in any change in global temperatures, we prison every climate scientist and activist for the rest of their lives, for fraud?",Negative
the climate ha changed for the whole history of the planet saying you want to stop climate change is idiotic can you also stop the rapid expansion of the universe while your at it i think it’s moving to fast.,Negative
meanwhile new york ha just had 6 foot of snow. this is the biggest con in history designed to make u all poorer.,Neutral
"𝗧𝗵𝗲 𝗖𝗹𝗶𝗺𝗮𝘁𝗲 𝗜𝘀 𝗮 𝗠𝗮𝘁𝘁𝗲𝗿 𝗼𝗳 𝗔𝘁𝘁𝗶𝘁𝘂𝗱𝗲 the two week of climate discussion at the cop27 in share el-sheikh, egypt, ended in disappointment. a cnn wrote, “the world ha failed to reach an agreement to phase out fossil fuel … an attempt to address the biggest source of the planet warming emission that are causing the climate crisis ended in a fiasco after a number of nations, including china and saudi arabia, blocked a key proposal to phase out all fossil fuels, not just coal.” while the member reached an agreement “to set up a ‘loss and damage’ fund meant to help vulnerable country cope with climate disasters,” it will not reverse climate change or solve our major problems. we may be able to assist with local climate crises, but we cannot change the global climate with our current attitude. if we want to change the climate, we must change it on all levels, and first and foremost the social climate we have created. a long a it is negative, aggressive, and heating up, the global climate will reflect it. the reason we hold global climate conference is that the climate is a global issue. everything we do, in any country, affect the global climate. therefore, without global mutual consideration, humanity will not be able to resolve the climate crisis. regrettable, to work in global mutual consideration, we must develop empathy toward all of humanity and rise above the narrow interest of each country. we are nowhere near such an attitude. on the contrary, each country try to impose decision that serve it own interest on the rest of the world, and the result is a climate world war where everyone loses. a is the case with every war, the rich and powerful country set the tone. they continue to burn fuel that polluted the air and accelerate climate change, and nothing will stop them unless natural disaster become so extreme that they will force all of humanity to change. in the meantime, a lip service, or perhaps to buy the world’s consent, they set up “loss and damage” fund to “repair” the damage. such fund do not solve anything, and everyone realizes this. besides extreme weather and climate disasters, the climate crisis ha another adverse impact iceberg that have been frozen for thousand of years, and often far longer, are shading. and buried in the ice are countless virus that have been awakened, and for which our body have no immunity. scientist are already warning that the next pandemic may actually come not from wild animal or human errors, but from melting iceberg. a paper published two year ago aptly named it the “permafrost pandemic,” and warned of “the risk that deadly disease from the distant past may return.” indeed, if you look at all the crisis playing the world today, you will find that none of them are local. covid is a global issue, climate change is affecting the entire planet, rising energy price and interrupted supply chain are affecting all of humanity, and even a local crisis such a the war in ukraine ha serious consequence for the entire world. the interdependence already affecting all of humanity will only intensify until we are unable to make a single movement, to take a breath, without affecting the entire world. on the positive side, none of our problem are insurmountable. in every single crisis, if we only work together rather than against each other, it will disappear a though it never existed. all that is needed in order to fix our every plight is to change our attitude and put humanity first. since reality is global, so should be our order of priorities. prioritizing humanity will not only help the entire world, but every single individual, precisely because we are irrevocably interdependent. if we continue to impose a narrow vision on an expansive reality, we will continue to collide with one another and with all of nature. if we change our attitude, we will change the climate, and we will change the world.",Negative
"mate just been iceland, tour guy said don't believe the crap they tell you on tv, ice cap melting been happening 1000 of year nothing ha changed it all a hoax",Negative
"thank you carbon dioxide green vegetation on earth increased by 14% over 30 years, major study find",Positive
absolute follow bbc britain's brainwashing channel,Negative
"it mainstream to be argumentative and ""different"". people are always going to paste together a picture that denies climate change. it a total loss to humanity once nature is poisoned and deserted by human consumption. quite scary to think we have second left on the clock.",Negative
comment,Neutral
must go for thru of world sky red heart red heart,Neutral
theearthhasbecomeunfitforlivingduetomanycauseaofglobalearthclimatechangedebalencedearthntestsindeepearthsince1945bysuprepowerspollutionsinternetradiationsmobiletowerssetttortureonnaturedifferentlydeforestexamazametcmanycausescreatedglobalwarmingtheepollutionalsodebalencedearthmovementsroundthesuntimsbalence grinding face with sweat themarswashighdevmartiancivilisationsdestroyedthus grinding face with sweat themisusewronguseofscienceiscursebutriteuseblessings grinding face with sweat,Neutral
"next hoax, haha",Positive
"a long a humanity doe not define itself a a community, common problem will not be solved. httpsConfused/youtu.be/m2de3wx9mpa",Negative
so we are already dead?,Negative
i'm from far east . it's massive heat in our area also. it's scary and we are saddened . i think our world will get more worse...,Negative
the bbc is one of the most bullshit news source ever. there is no f@#kn global warming. i feel sorry for the uk public for supporting such a shift organization.,Negative
climatecon deception exploitation,Negative
i got so hot i wa watching both polar ice cap melting on live satellite feeds. oh my god help i can see to ocean rising while watching the davis web caps. scientist,Positive
"there ha been no record broken, the un's own world mythological group ha said there ha been no significant change to historical norm with regard to temperature, number and intensity of storms, hurricane or fires, the fact of the matter is we are not killing the planet doing what we are doing, we just need to help developing country like india do it smarter, go nuclear power not coal fired, same for the rest of us.",Positive
the rich are picking because normal everyday people will be living nearer the sea with nice warm weather. a privilege the rich pay for at great cost. if mansion near the sea cost 20 uid instead of 20million then we might believe it. a for greece ask any local rich land developer have purposely set fire for year too clear protected landscape so they can profit. take note of these land on fire and in a few year there will be hotel and holiday villas.,Positive
propaganda nonsense.,Negative
"""one ha to free oneself from the illusion that international climate policy is environmental policy. this ha almost nothing to do with the environmental policy . . . . we redistributed de facto the world's wealth by climate policy otter edenhofer, who co-chair of the u.n.'s intergovernmental panel on climate change working group on mitigation of climate change from 2008 to 2015. ""it wasn’t originally a climate thing at all ... we really think of it a a how-do-you-change-the-entire-economy thing."" alexandria occasion-cortex’s chief of staff saint chakrabarti on the ""green new deal” (the true aim of the u.n.’s 2014 paris climate conference was) “to change the (capitalist) economic development model that ha been reigning for at least 150 years, since the industrial revolution.” u.n. climate chief christian figures “no matter if the science is all phony, there are collateral environmental benefits. … climate change (provides) the greatest chance to bring about justice and equality in the world.” christine stewart, canada’s former minister of the environment “we’ve got to ride the global warming issue. even if the theory of global warming is wrong, we will be doing the right thing in term of economic policy and environmental policy.” tim with, former u.s. undersecretary of state for global affair (he set up the kyoto protocol)",Positive
"climate change doesn't exist in the sense of fossil fuels, the planet orbit change from circular to elliptical this is what cause the change, anything the ref or a politician or climate change activist tell you is just a lie. we are basically at the sun mercy.",Positive
there is a film with a different angle on climate change. it departs from the orthodox narrative and point the true driving force behind it. here is a link to the trailer httpsConfused/youtu.be/8ow4qvuziv4?si=db5ff wj66m4js4q,Positive
"people power ha the potential to make cheap clean power anywhere, reduce most unemployment anywhere, eliminate poverty through stored energy sale anywhere. first what is people power? power out from a storm or disaster? there's people power, any low tech solution that would bring power to any stricken area where people are. wind and water turn wheel to make power, but so can people. yes it can be stored ahead of time. yes it's portable. yes it's inexpensive. yes it's good for the environment. yes it's safe. people power, free power in any emergency, anywhere there are people. next... people power not only could make energy in an emergency power outage, but that type of low tech could also store energy for future use. that stored energy could be kept for backup, used in that area, or transferred and sold somewhere else. we also know that there are place in the world where many people need work. why not combine the two. out of work people could be hired to use their physical power to make energy. they would not need much training, and virtually any healthy adult could do it full time or part time. next the extra money generated, could be used to buy solar panel to augment their revenues. what we must insure is that these worker are paid a fair, honest wage, and treated well. this can never be forced labor. sum up this is clearly a win win for everyone healthy power, many new unskilled jobs, and the end of poverty anywhere in the world, all in a new power industry.",Positive
"ha ha, more left climate alarming crap from the bbc. no wonder so many normal (ie not left wing) people have defended the idiots. by the law of averages, one day the bbc will actually get a prediction about the climate right. but after fifty year of getting it wrong every time, you'd think they'd have worked it out by now.",Negative
this is 4th year told weather going be hot dry winter will be dry well so far 3 year lovely summer winter fantastic record export crop best in our history now 4th year so far mild weather plenty of rain so looting to be another great year australia is going well now a for climate scientist they make the law of average look pretty silly what this is saying you could have guest the year weather and got some right a it is 100%wrong so perhaps this fossil fuel argument is crap just a thought ha ha,Positive
i can make a prediction the record will be broken again next year teamwork world let see how many ecosystem we can destroy in the next five year im betting at least 40,Negative
wow! the bbc ha really gone to the dogs.,Positive
"""its so hot i cant see"". high quality teen magazine journalism. put your sunglasses on you daft cow.",Neutral
"bbc is state tv, they play left and right on behalf of the establishment.",Positive
"end climate change propaganda, end the money hungry stupid peep who keep pushing this crap about the climate",Negative
"you must be desperate these climate lie , it’s becoming a joke, there is no climate change only evolution . live with it unless your name is god",Negative
oh my god i am so afraid... but we are at the end of an ice age... we are pushing the schedule a bit though grinding face with sweat,Positive
human is idiot..they know that is danger but people think m do work for family.. grinding face with sweat grinding face with sweat grinding face with sweat really human have no brain..human r bring just like a robot..,Negative
"the transition to sustainable energy source is paramount, necessitating a decisive shift away from fossil fuel to mitigate the adverse effect of global warming.",Positive
"have you followed what is happening in the world now with the climate, for example, in one day 19 volcano woke up. there are a lot of earthquake happening. this is not normal. and you listened to “emergency appeal by scientist ego cholakyan to humanity the planet is on the verge of self-destruction” - this is the first appeal, and there are three of them. so the authority are shameful silent and after his appeal they must shout about it everywhere",Negative
"rubbish. scientist have known since the early 1900s that the warming effect of each molecule of co2 decline a the concentration increases. ethical scientist not on green gravy train tell u the co2 greenhouse effect ha been deliberately and grossly exaggerated for money, power and control. the global climate is one of the most complex, chaotic, non-linear natural system known, which is in a constant state of flux due to many factor – co2 play a minor role. making a deliberate single parameter correlation is scientific fraud. meanwhile there ha only been approximately 1 – 1.5 c warming since the middle of the little ice age – a change so modest and gradual know one in the general public would have noticed were it not for 24/7 fear-wondering propaganda. pointing to weather event and cherry picked data going back only 150 year that ignores the medieval and roman warming period is propaganda. climate cycle are measured in 30 year cycles. a few hot, rainy or dry year in a row mean nothing co2 is not a pollutants for the first time in history killing the planet. co2 is 'safe and effective'. there is no climate emergency. httpsConfused/lintel.org/",Negative
"leading scientist have told? misinformation, cherry picking, ignoring natural climate change, heatwaves in the 1930’s were extreme, urban heat island is another anomaly, average temp totally messed up with up to 40% of station not ideal, airport , city etc. and the bbc , the station sack anyone daring to question anything.",Negative
i call bs. let's keep pulling oil out the sea to lower water lvl thumbs up if this wa real why are mortgage still given to property on the coast? seems only country without oil push this. if you have no oil wealth you need to ban it to keep in global power. why aren't we planting tree to counter? or is that to cheap and a permanent solution that can't scam the tax payer,Positive
poland. we haven't seen great snow in 12–20 years. we used to have enormous amount of snow and even snowstorm. now we don't have any of that.,Negative
a a hard pressed taxpayer i am.sick of.paying for refugees. asylum seeker boat migrants. war in ukraine etc. cut it all sunk now.,Negative
"you mean the scientist really are right!! global warming is happening, well.... but the newspaper said they were lying! ""liable a possible"" grinding face with sweat god help us.",Positive
"canada Canada is one of the coldest cold face cold face cold face country in the world!!! also, we contribute to climate change in a very small way. the world need our oil and gas!!!!!",Neutral
well in canada they used to use water bomber to put out fire in the past ..now they seem to let them burn . notice they never blame rocket going into space or war around the world ..mmm,Negative
bullshit,Negative
human extinction from climate change is the inevitable outcome. we breached 1.5 c this year and will pas it on a few years. at current rate earth will warm 6 degree centigrade by 2100 easily cuisine enough methane to be released for extinction of human and 90 percent of other animals. stop relying on fake hope. this may well be the last century of human life on earth and guy mcpherson say even sooner,Positive
i think we need to change small thing first so that environmental problem don't get worse.,Negative
everyone should be aware of the global warming problem and try to solve it,Negative
i regret that the flood caused casualties.,Negative
i hope global warming is resolved loudly crying face,Positive
we know the world is warming by human emitting green house gas ! this is a blatant lie .,Positive
year ago i saw a fictional doc drama on bbc called heatwave oh the prog wa shown in 2005 they forecast this,Neutral
climate change - the ultimate tin foil hat conspiracy,Negative
yeah we fina die,Negative
"the weather ha only been recorded since 1850, it wa 14° hotter 500 million yr ago . so this is all a scam.",Negative
